Id,name,year,number of 4,number of 6,team,win,loss,draw
4779,q,1993,3,11,aa,0,0,1
4780,k,2010,6,1,cc,0,0,1
4781,o,1988,4,15,cc,0,0,1
4782,b,1989,11,11,cc,1,0,0
4783,u,1991,24,14,bb,1,0,0
4784,x,2006,20,0,dd,0,1,0
4785,e,1989,10,10,ee,0,0,1
4786,y,1991,1,7,cc,0,0,1
4787,q,1996,19,15,bb,1,0,0
4788,m,2001,17,13,aa,0,1,0
4789,h,1998,16,3,aa,1,0,0
4790,y,1991,0,9,aa,0,1,0
4791,f,2001,23,11,aa,0,0,1
4792,s,1998,15,15,aa,0,0,1
4793,w,1991,16,7,aa,0,0,1
4794,s,2010,19,12,dd,1,0,0
4795,s,2008,0,4,bb,1,0,0
4796,r,2006,21,1,ee,1,0,0
4797,l,2003,16,13,aa,1,0,0
4798,r,1995,23,6,ee,0,1,0
4799,l,1989,15,1,bb,0,0,1
4800,k,2009,11,3,ee,0,0,1
4801,l,2006,18,5,aa,0,1,0
4802,i,2003,25,15,ee,0,1,0
4803,h,2002,13,1,cc,1,0,0
4804,o,2004,9,1,bb,0,0,1
4805,j,1996,1,9,bb,0,1,0
4806,z,1990,12,11,dd,1,0,0
4807,z,1996,3,4,dd,0,0,1
4808,q,1994,10,7,dd,0,0,1
4809,h,1995,25,9,bb,0,0,1
4810,v,2009,2,0,bb,1,0,0
4811,m,2006,23,5,ee,0,1,0
4812,b,2007,18,6,dd,1,0,0
4813,k,1994,5,1,cc,1,0,0
4814,z,1991,0,7,aa,1,0,0
4815,o,1996,18,7,aa,1,0,0
4816,h,1995,1,1,bb,1,0,0
4817,t,2002,4,4,dd,0,0,1
4818,z,1989,16,3,cc,0,1,0
4819,y,1994,11,8,dd,0,1,0
4820,r,1992,2,9,cc,0,1,0
4821,o,2005,8,2,cc,0,0,1
4822,j,2004,15,12,cc,1,0,0
4823,g,1989,7,14,ee,0,1,0
4824,u,2009,11,4,cc,0,0,1
4825,x,1989,24,12,aa,0,1,0
4826,w,1998,21,4,aa,0,1,0
4827,l,1990,14,12,cc,1,0,0
4828,s,1995,11,11,aa,0,0,1
4829,p,1990,25,6,aa,1,0,0
4830,u,1997,25,7,ee,0,1,0
4831,k,1993,24,8,dd,1,0,0
4832,s,1990,17,3,aa,0,0,1
4833,w,1996,15,5,dd,0,1,0
4834,p,1989,9,12,cc,1,0,0
4835,g,1992,19,8,dd,1,0,0
4836,c,2007,21,4,ee,1,0,0
4837,s,1988,12,5,aa,0,0,1
4838,u,1991,25,2,ee,1,0,0
4839,p,1990,18,4,dd,1,0,0
4840,u,2001,4,4,ee,0,1,0
4841,d,1999,25,6,bb,0,0,1
4842,q,1989,3,0,dd,0,0,1
4843,b,1991,6,6,dd,0,0,1
4844,u,2003,17,13,aa,0,1,0
4845,i,2006,16,0,cc,0,1,0
4846,b,2002,12,9,aa,1,0,0
4847,x,1993,7,4,bb,0,0,1
4848,u,2002,17,7,aa,0,1,0
4849,z,2009,3,0,ee,0,1,0
4850,p,1998,20,4,ee,1,0,0
4851,w,2006,24,13,aa,0,0,1
4852,s,1999,16,1,dd,0,1,0
4853,j,1997,6,7,bb,0,0,1
4854,t,2010,23,13,dd,0,0,1
4855,r,2006,15,8,cc,1,0,0
4856,o,2008,13,0,ee,1,0,0
4857,u,2005,20,7,dd,0,1,0
4858,c,2002,15,14,dd,0,0,1
4859,v,1990,20,12,ee,1,0,0
4860,j,1994,24,15,dd,1,0,0
4861,e,1992,10,0,ee,0,1,0
4862,m,2004,20,0,bb,1,0,0
4863,k,2004,10,0,dd,0,0,1
4864,m,2005,0,13,ee,1,0,0
4865,e,1988,5,7,cc,0,1,0
4866,k,2004,16,7,dd,0,1,0
4867,t,1992,21,6,dd,0,0,1
4868,n,2002,6,1,bb,0,1,0
4869,i,2010,19,13,dd,1,0,0
4870,g,1989,24,3,dd,0,1,0
4871,u,2004,2,15,bb,0,0,1
4872,g,2008,25,3,dd,1,0,0
4873,a,1999,13,4,aa,1,0,0
4874,y,1996,2,3,cc,1,0,0
4875,c,1994,9,1,bb,1,0,0
4876,y,1999,11,1,ee,0,0,1
4877,k,2002,13,7,ee,1,0,0
4878,o,1988,24,5,dd,1,0,0
4879,o,1990,22,11,aa,0,1,0
4880,h,1998,23,4,cc,1,0,0
4881,y,1995,10,4,cc,0,0,1
4882,h,1998,24,1,dd,0,1,0
4883,s,2003,18,7,bb,0,0,1
4884,d,2008,3,1,dd,1,0,0
4885,t,1990,22,15,bb,0,1,0
4886,m,2005,22,9,cc,0,1,0
4887,w,2005,8,0,cc,0,1,0
4888,t,1996,23,6,aa,1,0,0
4889,y,1995,24,3,bb,0,1,0
4890,g,1991,2,8,bb,1,0,0
4891,c,2005,7,11,aa,0,1,0
4892,q,2000,10,12,ee,0,0,1
4893,f,1994,0,15,bb,1,0,0
4894,q,2005,12,5,bb,1,0,0
4895,d,2003,21,4,aa,0,0,1
4896,h,1988,6,4,bb,1,0,0
4897,b,2007,12,13,dd,1,0,0
4898,d,1995,5,0,bb,1,0,0
4899,m,2002,9,6,aa,1,0,0
4900,m,2006,6,15,ee,1,0,0
4901,r,2007,10,2,cc,0,1,0
4902,l,2005,16,7,bb,0,1,0
4903,c,2004,23,3,ee,1,0,0
4904,g,2003,5,9,cc,0,0,1
4905,o,2008,22,15,bb,0,0,1
4906,u,1994,5,6,ee,0,1,0
4907,x,2010,10,12,ee,1,0,0
4908,m,2003,3,8,ee,0,0,1
4909,g,1990,22,9,bb,1,0,0
4910,s,2001,3,5,ee,0,1,0
4911,j,1988,6,5,bb,0,0,1
4912,h,2005,1,3,aa,1,0,0
4913,l,1989,22,8,bb,0,0,1
4914,l,2006,24,13,aa,0,0,1
4915,l,1997,7,13,cc,0,0,1
4916,d,2001,3,2,aa,1,0,0
4917,j,2002,11,1,ee,0,0,1
4918,w,1999,0,13,ee,1,0,0
4919,f,2010,14,1,ee,1,0,0
4920,w,2001,25,14,cc,0,1,0
4921,z,2004,16,8,ee,1,0,0
4922,y,2010,22,3,cc,0,1,0
4923,i,2009,8,2,bb,0,0,1
4924,d,2005,12,3,bb,0,0,1
4925,h,1989,22,5,ee,1,0,0
4926,h,1998,4,8,cc,0,0,1
4927,q,1989,2,5,dd,1,0,0
4928,u,1992,21,15,bb,0,0,1
4929,k,1990,4,12,aa,0,0,1
4930,y,1995,3,5,dd,1,0,0
4931,w,2010,3,8,dd,0,0,1
4932,m,1996,21,6,cc,1,0,0
4933,p,2006,8,14,cc,0,0,1
4934,n,2007,23,1,dd,0,0,1
4935,m,2007,13,12,ee,0,0,1
4936,g,1990,23,0,bb,0,1,0
4937,c,2004,12,7,dd,1,0,0
4938,v,1993,10,0,aa,0,0,1
4939,e,2005,10,5,dd,0,1,0
4940,c,1991,5,12,bb,0,0,1
4941,d,1991,11,13,ee,0,1,0
4942,n,2000,15,4,dd,0,1,0
4943,m,2007,23,12,bb,0,0,1
4944,e,1988,15,9,cc,0,1,0
4945,i,2005,8,15,bb,1,0,0
4946,v,1989,1,1,ee,0,0,1
4947,f,2002,16,8,aa,0,0,1
4948,o,1992,6,3,ee,0,1,0
4949,v,2008,16,6,bb,0,0,1
4950,g,1995,6,5,cc,0,1,0
4951,w,1989,9,3,cc,0,0,1
4952,x,1999,10,3,cc,0,1,0
4953,u,2009,19,15,cc,0,0,1
4954,f,2008,12,14,dd,1,0,0
4955,f,1990,14,2,cc,1,0,0
4956,i,1991,13,3,dd,0,1,0
4957,s,2009,0,10,dd,1,0,0
4958,i,1992,14,4,dd,0,0,1
4959,c,2005,14,1,dd,1,0,0
4960,m,1997,23,9,bb,0,0,1
4961,s,2002,12,4,bb,0,1,0
4962,h,2008,3,1,ee,1,0,0
4963,a,2008,5,6,ee,0,1,0
4964,j,2008,18,7,aa,0,0,1
4965,k,1999,19,6,dd,0,1,0
4966,f,2004,9,1,aa,0,1,0
4967,c,2002,18,14,ee,1,0,0
4968,h,2006,6,10,cc,0,1,0
4969,f,1989,2,3,ee,1,0,0
4970,f,2008,11,4,ee,1,0,0
4971,j,1988,14,4,cc,0,0,1
4972,o,1988,1,11,cc,1,0,0
4973,b,1996,12,9,aa,0,1,0
4974,p,2007,6,12,bb,0,1,0
4975,e,2004,18,4,ee,1,0,0
4976,d,1995,6,15,aa,0,1,0
4977,z,2002,13,4,dd,0,0,1
4978,r,2003,0,15,dd,0,0,1
4979,t,1989,19,2,aa,1,0,0
4980,i,1995,21,4,ee,0,1,0
4981,z,1990,1,8,dd,1,0,0
4982,v,2007,21,9,bb,0,0,1
4983,b,1990,7,11,cc,1,0,0
4984,s,2008,14,4,cc,0,0,1
4985,w,2008,8,3,ee,1,0,0
4986,n,1999,14,2,dd,1,0,0
4987,a,1994,17,0,dd,1,0,0
4988,l,2005,11,6,bb,0,0,1
4989,o,1998,8,15,cc,0,0,1
4990,q,2004,23,11,dd,0,1,0
4991,z,2003,19,8,bb,0,1,0
4992,a,2009,11,13,cc,0,0,1
4993,e,1988,17,2,cc,1,0,0
4994,x,1997,3,4,cc,0,0,1
4995,g,1992,13,12,dd,0,1,0
4996,p,1988,1,14,ee,1,0,0
4997,u,1993,13,8,ee,1,0,0
4998,w,1988,11,15,ee,0,1,0
4999,p,2003,19,0,ee,0,0,1
5000,o,1991,11,14,aa,1,0,0
5001,m,1995,12,10,bb,0,1,0
5002,z,1990,19,12,cc,1,0,0
5003,r,2000,7,1,cc,1,0,0
5004,x,1997,1,4,dd,0,0,1
5005,n,1995,20,12,cc,0,1,0
5006,j,2006,8,14,dd,0,0,1
5007,b,1995,24,2,ee,0,0,1
5008,c,1994,21,5,bb,0,0,1
5009,i,1998,10,14,bb,0,0,1
5010,o,2000,11,2,cc,0,0,1
5011,n,2008,2,11,aa,0,0,1
5012,d,2009,3,7,dd,0,0,1
5013,s,2000,11,11,ee,0,1,0
5014,a,2000,5,13,dd,0,0,1
5015,x,2001,23,12,cc,0,1,0
5016,b,1989,7,3,bb,0,1,0
5017,i,1993,6,13,aa,0,1,0
5018,c,2001,10,9,aa,0,0,1
5019,g,1991,21,8,ee,0,0,1
5020,q,1990,21,6,cc,0,0,1
5021,g,1989,11,12,dd,0,1,0
5022,b,2009,11,15,ee,0,0,1
5023,y,1990,1,1,ee,0,0,1
5024,w,1998,6,8,ee,1,0,0
5025,y,1997,18,7,bb,0,0,1
5026,s,2007,4,14,bb,0,1,0
5027,f,2002,18,1,cc,0,1,0
5028,e,2003,20,2,aa,0,1,0
5029,r,2010,18,1,bb,1,0,0
5030,b,2006,10,3,aa,1,0,0
5031,u,1989,15,13,cc,0,1,0
5032,r,2007,19,14,ee,0,0,1
5033,t,2010,25,14,cc,0,1,0
5034,d,1988,16,1,ee,0,1,0
5035,v,1994,5,15,ee,1,0,0
5036,a,1992,18,15,dd,0,0,1
5037,n,1988,9,9,dd,0,0,1
5038,g,2002,24,3,bb,1,0,0
5039,j,2002,13,4,dd,1,0,0
5040,y,2006,10,13,aa,0,0,1
5041,n,1989,23,13,dd,1,0,0
5042,b,1993,2,14,ee,0,0,1
5043,r,1990,18,5,dd,0,1,0
5044,u,1997,13,14,aa,1,0,0
5045,d,2009,0,11,dd,1,0,0
5046,w,2006,11,9,aa,1,0,0
5047,c,2004,24,0,cc,1,0,0
5048,t,1994,15,5,bb,0,0,1
5049,j,2008,5,0,bb,0,0,1
5050,a,2010,3,9,dd,0,1,0
5051,j,2002,13,10,cc,0,0,1
5052,d,1993,5,7,aa,0,0,1
5053,d,2004,18,13,dd,0,0,1
5054,z,1988,10,9,dd,0,0,1
5055,r,1993,4,13,ee,0,1,0
5056,n,2001,19,14,bb,1,0,0
5057,x,2008,3,4,aa,0,0,1
5058,f,2009,18,4,bb,1,0,0
5059,z,2000,16,14,bb,0,1,0
5060,n,1990,25,2,dd,0,0,1
5061,a,2007,9,0,aa,0,0,1
5062,y,1999,24,4,bb,0,1,0
5063,j,1996,5,8,aa,0,0,1
5064,y,2005,11,12,ee,0,0,1
5065,k,1990,24,12,ee,0,1,0
5066,z,1994,24,2,ee,1,0,0
5067,b,1991,8,1,dd,1,0,0
5068,v,1991,17,15,dd,0,0,1
5069,e,1994,0,6,aa,1,0,0
5070,s,2007,7,4,aa,0,1,0
5071,w,1991,21,9,aa,0,1,0
5072,g,2005,1,2,cc,0,1,0
5073,m,1989,4,3,dd,0,1,0
5074,j,1991,9,13,cc,1,0,0
5075,d,2006,16,4,cc,0,0,1
5076,x,1991,21,9,bb,1,0,0
5077,a,2006,14,6,aa,0,0,1
5078,d,2006,7,2,ee,0,0,1
5079,h,1993,21,1,bb,1,0,0
5080,j,2001,11,15,cc,1,0,0
5081,v,1996,13,11,aa,1,0,0
5082,g,1995,14,10,cc,0,0,1
5083,q,2003,10,12,cc,0,1,0
5084,z,1996,18,8,ee,0,1,0
5085,t,2000,12,7,dd,0,1,0
5086,x,2001,23,8,cc,1,0,0
5087,y,2002,18,3,bb,0,1,0
5088,v,2005,8,15,bb,1,0,0
5089,t,2006,15,4,bb,0,0,1
5090,u,2006,16,12,dd,0,1,0
5091,o,1989,25,15,ee,1,0,0
5092,z,2002,12,9,ee,0,1,0
5093,f,1996,0,8,cc,1,0,0
5094,h,1998,24,1,bb,1,0,0
5095,p,2000,21,14,bb,1,0,0
5096,n,2009,18,11,dd,0,0,1
5097,j,1990,10,2,aa,0,1,0
5098,c,1989,19,11,bb,0,0,1
5099,i,2008,20,10,bb,1,0,0
5100,l,2006,10,6,ee,0,1,0
5101,k,2000,9,10,aa,0,0,1
5102,n,1999,10,1,aa,0,0,1
5103,x,2001,24,2,ee,0,0,1
5104,i,1997,0,14,dd,1,0,0
5105,a,2003,14,8,dd,0,1,0
5106,s,1997,1,1,dd,0,0,1
5107,f,1989,3,5,bb,0,1,0
5108,v,2000,22,15,dd,0,0,1
5109,o,1989,16,15,dd,0,0,1
5110,o,1989,13,14,bb,0,1,0
5111,d,2008,16,5,bb,0,1,0
5112,r,1997,16,13,dd,0,0,1
5113,u,1998,20,8,cc,0,1,0
5114,p,2010,2,8,cc,0,0,1
5115,a,2008,24,6,aa,0,0,1
5116,x,1999,21,9,aa,0,1,0
5117,x,1996,17,0,aa,0,0,1
5118,l,2005,15,11,ee,1,0,0
5119,v,1995,14,5,aa,0,0,1
5120,g,2000,14,3,bb,0,1,0
5121,o,1991,5,2,aa,0,1,0
5122,b,1988,15,14,dd,0,1,0
5123,z,2004,17,1,aa,1,0,0
5124,c,2003,9,7,aa,1,0,0
5125,s,2003,15,1,ee,0,0,1
5126,o,2007,15,0,bb,0,0,1
5127,u,2003,5,0,ee,0,1,0
5128,j,2010,6,13,dd,0,0,1
5129,k,1998,10,3,aa,1,0,0
5130,i,1996,7,4,dd,0,0,1
5131,g,2008,20,8,bb,0,1,0
5132,n,2000,14,9,ee,0,1,0
5133,t,2008,19,12,ee,0,1,0
5134,p,1995,21,13,bb,0,1,0
5135,p,1992,2,14,cc,1,0,0
5136,s,2001,15,4,bb,0,0,1
5137,z,1988,21,8,aa,0,1,0
5138,a,2009,19,3,cc,1,0,0
5139,s,1992,16,10,ee,0,0,1
5140,f,1998,22,7,bb,1,0,0
5141,m,2005,5,4,aa,0,1,0
5142,l,2007,16,6,cc,0,1,0
5143,a,1998,5,6,aa,0,1,0
5144,p,1997,17,1,aa,1,0,0
5145,s,2002,0,8,dd,1,0,0
5146,l,1988,14,9,dd,0,0,1
5147,z,1996,1,15,ee,0,1,0
5148,s,2003,11,6,bb,0,0,1
5149,u,2007,11,1,dd,0,1,0
5150,p,2008,14,15,aa,1,0,0
5151,n,1998,23,13,bb,0,0,1
5152,b,2002,10,13,bb,0,0,1
5153,y,1999,24,15,bb,0,0,1
5154,h,2009,22,13,dd,0,1,0
5155,h,2002,24,14,bb,0,1,0
5156,e,2007,16,10,ee,0,0,1
5157,h,1997,6,12,aa,0,0,1
5158,g,2010,11,14,bb,0,1,0
5159,m,1999,17,3,ee,0,1,0
5160,v,2001,22,12,dd,1,0,0
5161,z,1997,11,10,ee,1,0,0
5162,v,1999,14,0,bb,1,0,0
5163,x,2010,25,1,ee,1,0,0
5164,l,2006,2,3,aa,0,1,0
5165,o,1994,7,7,bb,1,0,0
5166,h,1993,24,6,aa,0,1,0
5167,d,2000,0,10,ee,0,1,0
5168,m,1999,5,13,cc,1,0,0
5169,w,2006,3,2,bb,1,0,0
5170,p,1998,9,0,bb,0,0,1
5171,s,2007,1,2,cc,1,0,0
5172,l,1989,17,15,dd,0,1,0
5173,o,2003,5,0,cc,0,1,0
5174,k,1989,22,3,bb,0,1,0
5175,x,1991,19,0,ee,1,0,0
5176,c,1988,16,3,bb,0,0,1
5177,z,2000,2,2,ee,0,1,0
5178,f,2009,24,7,bb,1,0,0
5179,j,1992,11,15,cc,0,0,1
5180,b,2007,4,5,ee,1,0,0
5181,y,1997,15,15,dd,0,1,0
5182,d,2009,6,0,bb,0,0,1
5183,c,2004,18,1,bb,0,0,1
5184,b,2006,1,3,dd,0,1,0
5185,j,1990,8,2,ee,0,0,1
5186,r,1989,1,15,ee,1,0,0
5187,r,2006,20,4,aa,0,1,0
5188,r,1989,12,5,aa,0,0,1
5189,r,2003,9,4,dd,0,0,1
5190,j,2009,10,2,ee,0,1,0
5191,b,2005,7,0,bb,0,1,0
5192,a,2006,23,8,ee,0,1,0
5193,j,1996,10,9,ee,1,0,0
5194,v,2000,2,0,dd,1,0,0
5195,y,1995,9,1,bb,0,0,1
5196,r,1998,0,12,bb,1,0,0
5197,q,1994,13,10,cc,0,1,0
5198,c,1997,18,3,ee,0,0,1
5199,x,2008,25,12,ee,1,0,0
5200,j,2006,2,10,aa,1,0,0
5201,j,1993,14,10,cc,1,0,0
5202,u,2005,17,15,bb,0,0,1
5203,s,2005,13,12,ee,0,1,0
5204,g,1998,12,3,bb,0,0,1
5205,y,1993,24,12,bb,0,1,0
5206,g,2000,2,13,aa,0,0,1
5207,o,2009,11,4,aa,0,1,0
5208,u,1996,20,10,dd,0,0,1
5209,r,2007,1,12,aa,1,0,0
5210,v,2008,16,3,aa,1,0,0
5211,p,2003,10,10,aa,1,0,0
5212,f,2003,19,2,bb,0,0,1
5213,j,1993,13,12,cc,0,0,1
5214,t,1991,14,0,aa,0,1,0
5215,i,2003,8,9,ee,0,0,1
5216,q,2000,4,11,ee,1,0,0
5217,f,1994,22,2,bb,1,0,0
5218,a,1989,5,2,cc,1,0,0
5219,c,1997,18,10,cc,0,1,0
5220,t,2000,0,10,cc,0,1,0
5221,a,2008,25,7,ee,0,0,1
5222,g,2006,21,1,ee,1,0,0
5223,m,2002,19,8,bb,0,1,0
5224,n,1989,3,10,ee,0,1,0
5225,l,1988,6,2,ee,1,0,0
5226,h,2001,24,10,dd,1,0,0
5227,i,1997,1,14,cc,0,1,0
5228,f,1993,13,13,aa,0,1,0
5229,t,1988,14,13,bb,0,1,0
5230,x,1997,25,5,cc,0,0,1
5231,e,1989,3,11,ee,1,0,0
5232,f,2008,24,8,aa,1,0,0
5233,x,1997,19,6,bb,0,1,0
5234,x,2006,19,6,aa,0,1,0
5235,y,2008,20,7,aa,0,0,1
5236,t,2000,1,6,ee,1,0,0
5237,n,2000,3,13,bb,0,0,1
5238,h,1997,24,5,aa,0,0,1
5239,w,2000,17,10,dd,1,0,0
5240,s,1997,25,14,ee,0,0,1
5241,p,1988,4,9,bb,1,0,0
5242,k,2001,25,15,aa,0,0,1
5243,n,1997,1,5,ee,0,1,0
5244,p,2008,3,10,ee,1,0,0
5245,s,2009,0,5,ee,1,0,0
5246,y,1997,8,9,ee,0,0,1
5247,u,2008,0,8,cc,0,1,0
5248,r,1993,2,13,cc,0,0,1
5249,t,2002,21,15,bb,0,1,0
5250,p,2008,3,12,aa,1,0,0
5251,q,1989,17,11,aa,0,1,0
5252,d,2009,13,4,bb,1,0,0
5253,a,1991,12,13,bb,1,0,0
5254,q,2000,5,13,aa,0,0,1
5255,c,2002,15,15,aa,0,0,1
5256,z,1997,21,6,ee,1,0,0
5257,z,2009,18,7,aa,0,1,0
5258,k,1993,11,4,bb,1,0,0
5259,c,1999,0,1,dd,1,0,0
5260,s,1996,14,1,dd,0,1,0
5261,f,1991,18,1,bb,1,0,0
5262,a,1990,16,0,cc,1,0,0
5263,p,1996,16,7,bb,0,1,0
5264,h,2006,9,6,ee,0,1,0
5265,r,1997,10,6,bb,0,1,0
5266,y,2001,15,3,dd,1,0,0
5267,j,1995,16,6,dd,0,1,0
5268,o,2006,0,4,cc,0,1,0
5269,u,2000,3,0,cc,1,0,0
5270,n,1988,0,13,ee,0,1,0
5271,v,1999,11,14,ee,1,0,0
5272,g,1991,23,0,dd,0,1,0
5273,p,1993,19,6,cc,0,1,0
5274,s,1993,4,12,bb,0,0,1
5275,p,1997,5,0,cc,1,0,0
5276,i,2008,15,5,cc,0,0,1
5277,h,1994,5,6,bb,0,1,0
5278,b,2006,2,2,aa,0,0,1
5279,u,2000,2,9,bb,1,0,0
5280,y,2000,7,12,bb,0,0,1
5281,j,2000,24,2,dd,1,0,0
5282,y,2006,17,8,dd,0,0,1
5283,z,1993,2,10,aa,1,0,0
5284,a,2009,11,2,cc,0,1,0
5285,l,1996,1,6,dd,0,1,0
5286,q,1994,22,10,cc,0,0,1
5287,i,2001,13,15,ee,0,1,0
5288,h,1998,4,15,ee,1,0,0
5289,r,1996,18,5,ee,0,0,1
5290,o,2002,24,13,dd,1,0,0
5291,s,2010,12,4,cc,1,0,0
5292,i,2010,12,7,aa,1,0,0
5293,q,2006,1,0,ee,1,0,0
5294,o,1993,8,1,ee,0,0,1
5295,h,1989,23,7,dd,0,0,1
5296,p,1992,16,4,cc,0,1,0
5297,g,2009,9,4,ee,0,0,1
5298,z,1990,12,10,dd,0,1,0
5299,f,1999,25,3,aa,0,0,1
5300,t,2005,15,5,aa,0,1,0
5301,q,1994,15,8,cc,1,0,0
5302,g,1990,0,9,cc,0,1,0
5303,q,1989,21,9,bb,0,1,0
5304,f,2003,7,3,cc,0,1,0
5305,u,2005,8,11,bb,1,0,0
5306,e,1991,25,15,ee,0,1,0
5307,m,1992,22,3,bb,0,1,0
5308,c,1999,3,8,dd,0,0,1
5309,w,2002,19,3,aa,1,0,0
5310,v,1995,6,8,dd,1,0,0
5311,d,1999,15,13,dd,0,1,0
5312,e,2010,19,13,bb,0,1,0
5313,b,2009,19,8,bb,1,0,0
5314,g,1996,14,2,cc,1,0,0
5315,p,2000,10,15,bb,1,0,0
5316,z,1995,2,10,dd,0,0,1
5317,d,1999,14,6,dd,0,1,0
5318,w,1996,9,15,dd,0,0,1
5319,e,1995,15,14,dd,1,0,0
5320,l,2008,14,12,cc,1,0,0
5321,w,1996,2,12,bb,1,0,0
5322,i,1997,7,13,dd,0,1,0
5323,j,2004,20,12,bb,0,1,0
5324,p,2005,21,4,ee,0,1,0
5325,t,1998,0,1,bb,1,0,0
5326,t,1998,21,4,aa,0,0,1
5327,b,2003,7,5,bb,0,1,0
5328,q,2002,0,4,cc,1,0,0
5329,j,2000,25,8,bb,0,0,1
5330,j,2003,17,2,ee,1,0,0
5331,w,1995,3,13,dd,0,1,0
5332,g,1994,1,10,ee,0,1,0
5333,d,2007,0,9,bb,1,0,0
5334,y,2008,17,6,ee,0,0,1
5335,a,1996,16,6,aa,0,1,0
5336,l,2007,15,14,aa,0,1,0
5337,i,2000,3,9,ee,0,1,0
5338,d,1993,15,4,ee,0,1,0
5339,z,2008,25,10,cc,1,0,0
5340,b,2007,5,14,bb,0,1,0
5341,g,2000,6,2,aa,0,0,1
5342,b,1994,7,3,cc,0,0,1
5343,h,1992,0,3,bb,1,0,0
5344,z,2002,25,3,ee,0,1,0
5345,f,1995,16,11,cc,1,0,0
5346,j,1990,8,14,aa,0,0,1
5347,p,1993,3,12,dd,0,1,0
5348,e,1995,25,11,bb,0,1,0
5349,k,1999,18,8,ee,1,0,0
5350,v,1993,21,2,aa,0,0,1
5351,a,1989,14,10,bb,1,0,0
5352,q,1989,8,12,cc,1,0,0
5353,y,1994,13,2,aa,1,0,0
5354,d,2003,1,12,aa,0,1,0
5355,v,2005,16,14,cc,1,0,0
5356,a,1994,21,4,bb,0,1,0
5357,e,2009,3,3,bb,1,0,0
5358,i,1990,1,12,cc,0,0,1
5359,w,2004,13,14,cc,0,0,1
5360,r,2005,6,12,cc,0,0,1
5361,w,1999,15,15,aa,0,1,0
5362,j,2002,0,13,ee,1,0,0
5363,m,1993,7,13,bb,1,0,0
5364,n,1994,16,7,ee,1,0,0
5365,r,2008,4,14,ee,1,0,0
5366,e,2004,18,0,aa,0,0,1
5367,r,2002,12,14,ee,0,0,1
5368,f,2006,21,3,dd,0,0,1
5369,a,1988,6,10,bb,0,1,0
5370,z,1994,22,4,dd,0,0,1
5371,p,2008,0,12,cc,0,1,0
5372,u,2005,18,10,bb,0,0,1
5373,t,2010,10,0,cc,0,0,1
5374,u,1996,22,4,ee,0,1,0
5375,e,2002,1,0,cc,1,0,0
5376,t,1989,4,13,cc,0,0,1
5377,f,1991,10,12,bb,0,0,1
5378,p,2009,23,10,aa,0,1,0
5379,g,1989,17,8,cc,1,0,0
5380,n,2000,15,13,aa,1,0,0
5381,l,1998,10,4,dd,0,0,1
5382,u,1996,10,2,cc,1,0,0
5383,l,1995,19,8,dd,0,1,0
5384,d,1996,5,4,aa,0,1,0
5385,e,1990,14,3,bb,1,0,0
5386,o,2003,11,12,cc,0,1,0
5387,u,1989,8,4,cc,0,1,0
5388,k,1992,5,8,aa,0,0,1
5389,j,2006,21,4,cc,0,1,0
5390,w,2001,5,3,aa,0,1,0
5391,h,1992,14,3,dd,0,1,0
5392,z,1989,5,7,ee,1,0,0
5393,a,2007,20,5,cc,1,0,0
5394,a,1991,20,14,dd,0,0,1
5395,d,1994,16,12,ee,0,0,1
5396,k,1999,3,4,ee,0,1,0
5397,j,2002,10,5,aa,1,0,0
5398,l,1988,18,15,bb,0,1,0
5399,k,2003,9,5,dd,0,0,1
5400,b,2005,4,3,aa,1,0,0
5401,z,2000,22,4,ee,0,0,1
5402,o,1988,9,2,dd,0,1,0
5403,a,1989,18,6,dd,1,0,0
5404,e,1996,13,3,cc,1,0,0
5405,u,1997,18,9,bb,1,0,0
5406,j,2002,24,15,cc,0,0,1
5407,p,1999,16,12,bb,1,0,0
5408,p,2005,2,5,cc,1,0,0
5409,b,1999,14,13,aa,1,0,0
5410,d,2007,19,0,dd,0,0,1
5411,t,1993,23,9,cc,0,1,0
5412,g,1996,22,2,aa,1,0,0
5413,p,2004,13,1,cc,0,1,0
5414,y,1997,3,2,bb,0,0,1
5415,l,2010,19,8,aa,0,0,1
5416,n,2001,18,4,aa,0,1,0
5417,c,2008,17,0,bb,1,0,0
5418,x,2006,2,10,cc,1,0,0
5419,p,2009,14,4,dd,0,0,1
5420,y,2000,1,7,aa,1,0,0
5421,m,2003,20,13,cc,0,1,0
5422,y,1997,25,15,cc,0,1,0
5423,p,2002,12,9,dd,0,1,0
5424,e,1990,0,6,ee,0,1,0
5425,c,1992,12,7,aa,0,1,0
5426,d,2010,13,12,ee,1,0,0
5427,l,1988,18,5,bb,0,1,0
5428,n,2008,4,0,dd,0,0,1
5429,f,2010,13,11,aa,1,0,0
5430,q,2001,3,14,cc,0,1,0
5431,y,2006,22,13,cc,0,1,0
5432,v,2009,11,9,ee,0,1,0
5433,j,1995,1,11,ee,1,0,0
5434,o,2010,6,7,dd,0,1,0
5435,g,1992,5,6,cc,1,0,0
5436,l,2008,18,14,dd,1,0,0
5437,g,2003,19,10,ee,0,0,1
5438,m,2000,25,4,cc,0,0,1
5439,v,1988,15,14,aa,0,1,0
5440,e,2002,6,2,bb,0,1,0
5441,u,1997,12,15,cc,1,0,0
5442,a,2010,24,5,dd,1,0,0
5443,o,2003,7,10,bb,0,1,0
